Nivel,CodIBGE,Municipio,2007,2009,2011,2013,2015,2017
MU,4300646,Ametista do Sul (RS),35270,41185,56710,72640,87095,99737
MU,4300661,André da Rocha (RS),30977,36864,42837,100511,106131,101540
MU,4300703,Anta Gorda (RS),66952,76593,107138,147365,175297,202064
MU,4300802,Antônio Prado (RS),182238,209345,277252,371377,481164,538849
MU,4300851,Arambaré (RS),51968,65656,61296,103270,130062,143179
MU,4300877,Araricá (RS),42932,68859,89176,122352,143316,144405
MU,4300901,Aratiba (RS),220042,685540,1136898,879474,928129,883438
MU,4301008,Arroio do Meio (RS),339992,417332,721259,835479,938774,1058560
MU,4301057,Arroio do Sal (RS),71543,89461,119484,152520,184005,222978
MU,4301073,Arroio do Padre (RS),18011,21204,28110,40247,44520,58530
MU,4301107,Arroio dos Ratos (RS),104658,116896,112588,173981,227103,236533
MU,4301206,Arroio do Tigre (RS),139422,165952,191960,294149,298448,334638
MU,4301305,Arroio Grande (RS),201366,276490,295878,438724,508770,617672
MU,4301404,Arvorezinha (RS),85622,106178,135171,181742,224150,257089
MU,4301503,Augusto Pestana (RS),101566,125208,162538,239473,261276,293856
MU,4301552,Áurea (RS),39497,42729,55470,68670,89588,96975
MU,4301602,Bagé (RS),953180,1090262,1400380,2065956,2564035,3006499
MU,4301636,Balneário Pinhal (RS),66054,83161,110758,151872,186622,219203
MU,4301651,Barão (RS),49119,84913,127718,194036,190646,173470
MU,4301701,Barão de Cotegipe (RS),68716,77592,105649,145215,167810,206014
MU,4301750,Barão do Triunfo (RS),42471,51674,72770,92530,97183,114248
MU,4301800,Barracão (RS),75011,83321,117743,146184,170660,185717
MU,4301859,Barra do Guarita (RS),17409,18234,25097,34461,38176,42093
MU,4301875,Barra do Quaraí (RS),64726,96430,85623,133991,184240,202081
MU,4301909,Barra do Ribeiro (RS),120828,143255,171362,220109,295387,330717
MU,4301925,Barra do Rio Azul (RS),21934,22141,28797,37631,42201,48442
MU,4301958,Barra Funda (RS),42995,52050,74746,96422,104510,113539
MU,4302006,Barros Cassal (RS),72577,96768,117432,143085,160696,191845
MU,4302055,Benjamin Constant do Sul (RS),12231,12690,18773,23691,27114,30466
MU,4302105,Bento Gonçalves (RS),2332403,2727512,3927845,4752627,5254621,5531266
MU,4302154,Boa Vista das Missões (RS),51585,59216,83442,116883,120502,114285
MU,4302204,Boa Vista do Buricá (RS),79790,81312,110533,149047,169762,193520
MU,4302220,Boa Vista do Cadeado (RS),67485,86116,120109,178592,180895,217578
MU,4302238,Boa Vista do Incra (RS),52590,77008,92599,141669,141977,156878
MU,4302253,Boa Vista do Sul (RS),36847,42888,48069,57537,71460,73419
MU,4302303,Bom Jesus (RS),108205,145565,187693,251490,283276,305269
MU,4302352,Bom Princípio (RS),152430,229477,268434,370920,485359,534970
MU,4302378,Bom Progresso (RS),23149,23341,32080,45545,48655,53405
MU,4302402,Bom Retiro do Sul (RS),101723,127614,154310,199563,232700,263135
MU,4302451,Boqueirão do Leão (RS),55822,64709,92818,101671,102272,133406
MU,4302501,Bossoroca (RS),94747,113837,148973,219263,239136,272205
MU,4302584,Bozano (RS),31490,34211,47875,71828,95320,105479
MU,4302600,Braga (RS),32071,37938,50556,70483,72415,76153
MU,4302659,Brochier (RS),41470,44599,56290,68687,80986,86883
MU,4302709,Butiá (RS),179205,188458,279717,329253,408597,433648
MU,4302808,Caçapava do Sul (RS),272779,409419,451812,626789,725205,815749
MU,4302907,Cacequi (RS),128235,153448,175576,253371,310651,321115
MU,4303004,Cachoeira do Sul (RS),824609,1107598,1399730,1828074,2123531,2298800
MU,4303103,Cachoeirinha (RS),2310743,3375629,4748105,5672015,5983149,4960250
MU,4303202,Cacique Doble (RS),37010,43720,61734,74535,86848,96032
MU,4303301,Caibaté (RS),53347,53059,85941,131287,138046,159188
MU,4303400,Caiçara (RS),38189,45173,58391,80872,82721,97406
MU,4303509,Camaquã (RS),722607,931682,1105186,1484685,1718679,2027360
MU,4303558,Camargo (RS),44093,51663,58965,137778,157346,166717
MU,4303608,Cambará do Sul (RS),92575,94411,113233,109482,131091,148647
MU,4303673,Campestre da Serra (RS),45848,51984,66332,94164,127512,146996
MU,4303707,Campina das Missões (RS),55349,57042,79140,103147,122474,146341
MU,4303806,Campinas do Sul (RS),90006,91559,125728,178375,177374,192729
MU,4303905,Campo Bom (RS),1274277,1304030,1764061,2170712,2600322,2815006
MU,4304002,Campo Novo (RS),65208,69454,104063,148274,177068,190055
MU,4304101,Campos Borges (RS),31011,41415,50742,77385,82518,86438
MU,4304200,Candelária (RS),273949,348079,418059,566127,667032,773002
MU,4304309,Cândido Godói (RS),76532,85073,125997,164765,187186,223341
MU,4304358,Candiota (RS),372726,353377,310791,116696,267847,504959
MU,4304408,Canela (RS),360224,438007,538096,721651,905583,1001465
MU,4304507,Canguçu (RS),360183,412889,522175,782775,946229,1140454
MU,4304606,Canoas (RS),8691529,13705138,10605535,11219230,16245261,18947513
MU,4304614,Canudos do Vale (RS),19417,20269,25352,36473,40124,42190
MU,4304622,Capão Bonito do Sul (RS),43099,47924,78934,107376,116552,143309
MU,4304630,Capão da Canoa (RS),438106,541325,761460,953133,1199499,1441573
MU,4304655,Capão do Cipó (RS),69745,111405,151767,236049,242863,241954
MU,4304663,Capão do Leão (RS),232809,254314,296884,372841,521325,542227
MU,4304671,Capivari do Sul (RS),76011,110602,113088,177997,201398,222234
MU,4304689,Capela de Santana (RS),77748,87820,99496,152442,179859,197606
MU,4304697,Capitão (RS),29994,28663,36984,54476,60158,67619
MU,4304705,Carazinho (RS),829436,880735,1397676,1830412,2494788,2611747
MU,4304713,Caraá (RS),34609,36327,52389,78236,89690,102216
MU,4304804,Carlos Barbosa (RS),675456,859005,1155783,1462810,1842227,2204423
MU,4304853,Carlos Gomes (RS),14685,16103,21533,29531,30546,33061
MU,4304903,Casca (RS),147938,183296,241042,314267,370937,407996
MU,4304952,Caseiros (RS),33291,40686,50638,84808,103830,120028
MU,4305009,Catuípe (RS),124443,142176,194443,267028,302139,330740
MU,4305108,Caxias do Sul (RS),10448428,12579455,18800366,21396940,20633382,21717020
MU,4305116,Centenário (RS),25848,30387,38899,50107,62154,69414
MU,4305124,Cerrito (RS),36944,43842,55469,74879,87327,98973
MU,4305132,Cerro Branco (RS),30921,38075,49121,62393,67587,74321
MU,4305157,Cerro Grande (RS),17989,17478,32716,42993,46606,46270
MU,4305173,Cerro Grande do Sul (RS),60433,78029,94435,133276,151710,167690
MU,4305207,Cerro Largo (RS),242723,320246,417391,590002,583510,640790
MU,4305306,Chapada (RS),150889,178060,257117,347238,394318,436887
MU,4305355,Charqueadas (RS),764690,684849,880592,1011898,1101315,1050976
MU,4305371,Charrua (RS),34857,39042,54940,71448,70925,70794
MU,4305405,Chiapetta (RS),60936,76309,115831,163532,180344,197362
MU,4305439,Chuí (RS),58024,68037,83918,131998,196370,240582
MU,4305447,Chuvisca (RS),39342,49195,58919,97093,95609,103800
MU,4305454,Cidreira (RS),92039,115299,153240,198968,241318,278661
MU,4305504,Ciríaco (RS),58953,64425,96525,115832,115403,120907
MU,4305587,Colinas (RS),36909,40599,35713,59772,65983,68074
MU,4305603,Colorado (RS),70517,86183,108092,150893,155613,172327
MU,4305702,Condor (RS),119025,157803,206714,253672,304988,313700
MU,4305801,Constantina (RS),88409,106166,152372,223111,244548,269562
MU,4305835,Coqueiro Baixo (RS),16431,16556,24408,28845,32841,32721
MU,4305850,Coqueiros do Sul (RS),39529,44124,60013,79429,92274,103675
MU,4305871,Coronel Barros (RS),33488,39148,59773,85468,94426,141681
MU,4305900,Coronel Bicaco (RS),94938,112073,158024,219544,246526,263685
MU,4305934,Coronel Pilar (RS),20796,23921,25772,32713,35419,38672
MU,4305959,Cotiporã (RS),45841,54834,66691,74604,131138,145837
MU,4305975,Coxilha (RS),64766,86679,115834,164859,181578,201007
MU,4306007,Crissiumal (RS),112784,148641,194107,249823,292273,330299
MU,4306056,Cristal (RS),56661,82264,101221,137586,164580,197782
MU,4306072,Cristal do Sul (RS),23536,20947,31484,45576,51779,50840
MU,4306106,Cruz Alta (RS),1070501,1373266,1802054,2662761,3001548,3188890
MU,4306130,Cruzaltense (RS),25742,26986,39786,60104,62418,69091
MU,4306205,Cruzeiro do Sul (RS),124043,141675,181854,263555,301002,348752
MU,4306304,David Canabarro (RS),50809,62007,80899,107209,116502,120360
MU,4306320,Derrubadas (RS),33046,33789,50821,72139,70803,76699
MU,4306353,Dezesseis de Novembro (RS),16687,19492,24052,29554,34313,37652
MU,4306379,Dilermando de Aguiar (RS),36494,40773,59653,89982,105123,107526
MU,4306403,Dois Irmãos (RS),619577,679122,1033627,1323858,1539788,1688574
MU,4306429,Dois Irmãos das Missões (RS),40126,42714,68136,89843,93688,102499
MU,4306452,Dois Lajeados (RS),51294,51307,60961,72382,84877,92836
MU,4306502,Dom Feliciano (RS),88867,112033,140473,183586,224649,249430
MU,4306551,Dom Pedro de Alcântara (RS),17631,22718,32662,46071,46787,56179
MU,4306601,Dom Pedrito (RS),420845,596751,642766,983225,1180775,1363474
MU,4306700,Dona Francisca (RS),26688,34605,44330,60857,66209,72882
MU,4306734,Doutor Maurício Cardoso (RS),68926,78017,108549,146178,167406,174514
MU,4306759,Doutor Ricardo (RS),22127,23890,34691,46488,56581,52180
MU,4306767,Eldorado do Sul (RS),706504,586460,747105,960838,1278482,1590085
MU,4306809,Encantado (RS),314599,360011,467410,611211,737390,827011
MU,4306908,Encruzilhada do Sul (RS),167138,193035,255817,328497,448594,535725
MU,4306924,Engenho Velho (RS),19707,23484,28280,40637,49961,47683
MU,4306932,Entre-Ijuís (RS),104222,123349,174499,262859,281460,342757
MU,4306957,Entre Rios do Sul (RS),250787,200676,323010,258026,153901,192832
MU,4306973,Erebango (RS),35409,37978,63128,75753,86332,103244
MU,4307005,Erechim (RS),1605612,1981259,2838443,4067166,4262267,4484452
MU,4307054,Ernestina (RS),52320,61116,79978,107391,135461,130766
MU,4307104,Herval (RS),42877,53340,57523,85036,101252,140457
MU,4307203,Erval Grande (RS),39437,43760,65604,66455,84181,91536
MU,4307302,Erval Seco (RS),83571,82213,128219,194012,213769,230346
MU,4307401,Esmeralda (RS),64700,58819,97074,132229,165484,178991
MU,4307450,Esperança do Sul (RS),26655,27285,42757,57533,60311,68346
MU,4307500,Espumoso (RS),214959,287811,365104,569888,606733,667391
MU,4307559,Estação (RS),80753,94475,133311,188134,216547,322308
MU,4307609,Estância Velha (RS),591771,614757,954580,1150481,1337684,1310205
MU,4307708,Esteio (RS),1377944,1810714,2211748,2715260,3115215,3183305
MU,4307807,Estrela (RS),473372,653299,1018939,1202855,1163126,1275215
MU,4307815,Estrela Velha (RS),50507,64149,77393,118238,106074,126032
MU,4307831,Eugênio de Castro (RS),59704,83058,114887,163136,149103,174353
MU,4307864,Fagundes Varela (RS),40902,41221,45044,61026,71816,78638
MU,4307906,Farroupilha (RS),1224109,1490209,2021205,2430377,2821296,3161847
MU,4308003,Faxinal do Soturno (RS),58023,76801,147349,148460,156965,185254
MU,4308052,Faxinalzinho (RS),24090,25128,36338,51423,52934,56252
MU,4308078,Fazenda Vilanova (RS),73464,107738,102215,102756,115941,115058
MU,4308102,Feliz (RS),160088,186530,261039,313965,359599,402874
MU,4308201,Flores da Cunha (RS),466626,560928,872967,1103897,1299362,1481282
MU,4308250,Floriano Peixoto (RS),23863,27341,37622,43242,50905,50303
MU,4308300,Fontoura Xavier (RS),78441,87389,120407,143752,162089,186421
MU,4308409,Formigueiro (RS),63849,82414,88079,133166,173094,182092
MU,4308433,Forquetinha (RS),25469,23718,30134,37005,40224,40708
MU,4308458,Fortaleza dos Valos (RS),94501,122613,148831,224966,243247,247741
MU,4308508,Frederico Westphalen (RS),348812,448407,622016,793111,926893,1050979
MU,4308607,Garibaldi (RS),688554,843559,1132434,1457788,1693058,1812742
MU,4308656,Garruchos (RS),45469,46927,65578,98060,106395,102349
MU,4308706,Gaurama (RS),70665,81097,112482,160179,186892,230041
MU,4308805,General Câmara (RS),84151,89570,90561,127088,138627,151173
MU,4308854,Gentil (RS),31531,44192,61440,88752,95759,99166
MU,4308904,Getúlio Vargas (RS),197091,234331,330098,408544,457497,498602
MU,4309001,Giruá (RS),271281,307577,443440,555784,612031,636943
MU,4309050,Glorinha (RS),212099,246462,304702,357625,358316,339676
MU,4309100,Gramado (RS),554970,703160,1023979,1344590,1651043,1720061
MU,4309126,Gramado dos Loureiros (RS),18576,20186,28037,40499,43621,42856
MU,4309159,Gramado Xavier (RS),29037,31442,47489,60594,65888,82398
MU,4309209,Gravataí (RS),4916089,5599722,7984452,10192685,9731352,12406079
MU,4309258,Guabiju (RS),23658,30998,32557,46645,69243,67518
MU,4309308,Guaíba (RS),1954704,2231899,3144562,4170836,5345985,5629242
MU,4309407,Guaporé (RS),276507,351164,468581,595355,744772,828596
MU,4309506,Guarani das Missões (RS),105310,143046,172874,239458,251331,300187
MU,4309555,Harmonia (RS),48634,52650,75509,99042,131602,160015
MU,4309571,Herveiras (RS),21945,24325,39819,51841,53224,63053
MU,4309605,Horizontina (RS),791019,742592,1021683,1619686,1198382,1583978
MU,4309654,Hulha Negra (RS),50754,61193,87176,123370,143758,159541
MU,4309704,Humaitá (RS),55449,63216,87823,120408,131242,137572
MU,4309753,Ibarama (RS),35595,37173,51923,69188,72659,88033
MU,4309803,Ibiaçá (RS),71146,83588,116714,177743,178156,192692
MU,4309902,Ibiraiaras (RS),101502,115028,147359,203426,249001,238584
MU,4309951,Ibirapuitã (RS),40866,47105,62634,93924,99064,95213
MU,4310009,Ibirubá (RS),334255,486751,598797,926584,876527,904036
MU,4310108,Igrejinha (RS),549012,688577,1140014,1326812,1506435,1593833
MU,4310207,Ijuí (RS),937777,1208406,2068865,2526316,2830181,3194967
MU,4310306,Ilópolis (RS),42920,53841,67824,94422,108519,111440
MU,4310330,Imbé (RS),173152,208340,255472,332309,418127,481496
MU,4310363,Imigrante (RS),71031,72948,122993,167613,173060,180911
MU,4310405,Independência (RS),84830,91972,137800,172517,208283,218216
MU,4310413,Inhacorá (RS),26630,25355,39463,49596,51200,58514
MU,4310439,Ipê (RS),78494,87733,112908,159146,200683,196153
MU,4310462,Ipiranga do Sul (RS),39862,46301,60219,77715,81007,85248
MU,4310504,Iraí (RS),56855,65932,88224,124623,142515,174917
MU,4310538,Itaara (RS),32932,40923,56465,75518,82269,88332
MU,4310553,Itacurubi (RS),35078,40988,46967,68284,80694,87626
MU,4310579,Itapuca (RS),17040,25131,34705,43075,45412,53533
MU,4310603,Itaqui (RS),475461,648320,725648,1008580,1160852,1338664
MU,4310652,Itati (RS),24832,30667,34211,56895,65946,60372
MU,4310702,Itatiba do Sul (RS),33837,28526,38742,48901,56177,64610
MU,4310751,Ivorá (RS),18290,26483,29856,43458,47317,48558
MU,4310801,Ivoti (RS),356037,374018,552600,715295,880295,903806
MU,4310850,Jaboticaba (RS),34779,39167,59079,72457,85141,85925
MU,4310876,Jacuizinho (RS),30099,39666,49340,82206,86270,98924
MU,4310900,Jacutinga (RS),51170,65021,80824,124332,125133,116811
MU,4311007,Jaguarão (RS),220569,279389,331588,521330,600880,722427
MU,4311106,Jaguari (RS),97344,113462,144128,196243,222281,239855
MU,4311122,Jaquirana (RS),36391,34547,42355,54777,61599,68295
MU,4311130,Jari (RS),56026,79188,95952,153754,164777,176716
MU,4311155,Jóia (RS),144733,181877,264240,363215,370091,406480
MU,4311205,Júlio de Castilhos (RS),270264,360704,523687,809657,987126,1052967
MU,4311239,Lagoa Bonita do Sul (RS),26103,28532,36730,49195,53631,59984
MU,4311254,Lagoão (RS),36796,45221,61409,84856,89392,104486
MU,4311270,Lagoa dos Três Cantos (RS),27332,39662,47849,70343,72563,75573
MU,4311304,Lagoa Vermelha (RS),335310,411085,621438,817913,915008,964817
MU,4311403,Lajeado (RS),1332261,1709619,2367849,2888836,3253609,3662790
MU,4311429,Lajeado do Bugre (RS),17069,16600,29231,38663,39609,43932
MU,4311502,Lavras do Sul (RS),95144,117572,120999,177982,221567,218583
MU,4311601,Liberato Salzano (RS),40653,46569,70230,90731,116822,124610
MU,4311627,Lindolfo Collor (RS),130907,111323,149478,224035,302268,300111
MU,4311643,Linha Nova (RS),17835,22096,26065,39784,47908,46470
MU,4311700,Machadinho (RS),51232,53120,78964,102818,135214,153117
MU,4311718,Maçambará (RS),84711,114458,126766,184668,207657,246055
MU,4311734,Mampituba (RS),17110,20190,26033,35183,48520,56508
MU,4311759,Manoel Viana (RS),77107,87803,119443,175578,211389,234733
MU,4311775,Maquiné (RS),40548,48580,62362,85427,108178,112146
MU,4311791,Maratá (RS),28876,38841,59612,84793,91130,92295
MU,4311809,Marau (RS),722194,961310,1400652,1495973,1691725,1891799
MU,4311908,Marcelino Ramos (RS),48898,49017,66902,86467,102150,112408
MU,4311981,Mariana Pimentel (RS),22887,36208,41800,47321,57569,67318
MU,4312005,Mariano Moro (RS),21775,21114,28546,42654,47726,47102
MU,4312054,Marques de Souza (RS),34320,38444,55205,66499,77333,83452
MU,4312104,Mata (RS),41944,45092,60849,83148,93967,106930
MU,4312138,Mato Castelhano (RS),43878,49887,67625,103149,110348,81916
MU,4312153,Mato Leitão (RS),48918,75208,119518,103486,132590,130501
MU,4312179,Mato Queimado (RS),20729,20500,32160,47611,44216,49999
MU,4312203,Maximiliano de Almeida (RS),44600,50883,63803,78376,92714,97658
MU,4312252,Minas do Leão (RS),73301,77979,83981,122882,164677,151996
MU,4312302,Miraguaí (RS),30505,46538,82625,119039,126028,118701
MU,4312351,Montauri (RS),19559,25805,36040,48639,53768,53667
MU,4312377,Monte Alegre dos Campos (RS),22904,23739,32449,42969,58006,72833
MU,4312385,Monte Belo do Sul (RS),43291,57100,81779,100405,120030,131827
MU,4312401,Montenegro (RS),1103295,1507451,1974585,2628385,2831834,3301681
MU,4312427,Mormaço (RS),37737,45312,56887,80158,82748,88566
MU,4312443,Morrinhos do Sul (RS),25451,31020,34733,46931,51847,60072
MU,4312450,Morro Redondo (RS),42838,50405,62859,80038,88679,89237
MU,4312476,Morro Reuter (RS),67961,81839,95286,126408,148083,172771
MU,4312500,Mostardas (RS),140410,185634,175307,260247,283206,365899
MU,4312609,Muçum (RS),134405,117667,193475,163429,228059,283719
MU,4312617,Muitos Capões (RS),138117,138174,214117,317668,435627,376581
MU,4312625,Muliterno (RS),18851,22398,31861,41622,44302,44184
MU,4312658,Não-Me-Toque (RS),335948,498518,755626,1121023,983550,1146546
MU,4312674,Nicolau Vergueiro (RS),31974,41015,55577,76742,80236,81721
MU,4312708,Nonoai (RS),127322,209913,228083,285037,330609,366978
MU,4312757,Nova Alvorada (RS),53610,68971,83497,116029,136290,160516
MU,4312807,Nova Araçá (RS),104511,173606,155764,145650,292789,187514
MU,4312906,Nova Bassano (RS),324511,432976,539160,696245,667228,490525
MU,4312955,Nova Boa Vista (RS),25417,27593,39277,59101,74739,79950
MU,4313003,Nova Bréscia (RS),47076,48565,58846,72487,89321,99428
MU,4313011,Nova Candelária (RS),88927,153631,80666,101733,116127,135458
MU,4313037,Nova Esperança do Sul (RS),92741,63301,100034,123148,122605,129215
MU,4313060,Nova Hartz (RS),291867,356859,715476,647047,652308,613593
MU,4313086,Nova Pádua (RS),33161,36948,41160,49393,63273,66678
MU,4313102,Nova Palma (RS),134171,162347,127240,170534,209124,278466
MU,4313201,Nova Petrópolis (RS),273621,329368,457157,563598,669394,762696
MU,4313300,Nova Prata (RS),601675,687002,741821,860400,996278,1199908
MU,4313334,Nova Ramada (RS),34815,46636,62542,88558,100711,111208
MU,4313359,Nova Roma do Sul (RS),43579,56480,71153,93657,156704,166545
MU,4313375,Nova Santa Rita (RS),289135,395646,650454,916384,1088456,1130729
MU,4313391,Novo Cabrais (RS),31002,41968,48232,68268,82837,91838
MU,4313409,Novo Hamburgo (RS),4114609,4549759,6204124,7053847,8122465,8736151
MU,4313425,Novo Machado (RS),41865,50010,68913,88335,107614,116080
MU,4313441,Novo Tiradentes (RS),17566,17555,33535,43271,44166,47223
MU,4313466,Novo Xingu (RS),19855,20481,28196,41261,46588,49152
MU,4313490,Novo Barreiro (RS),28877,31907,47734,69751,75458,81260
MU,4313508,Osório (RS),906473,993943,1315944,1037035,1253351,2026364
MU,4313607,Paim Filho (RS),44804,48838,64938,76708,94685,101438
MU,4313656,Palmares do Sul (RS),121666,155182,177989,266145,407236,493763
MU,4313706,Palmeira das Missões (RS),456279,574501,809838,1035809,1138225,1354145
MU,4313805,Palmitinho (RS),58062,65309,94157,131083,156228,179332
MU,4313904,Panambi (RS),586279,850022,1229290,1605992,1683165,1972116
MU,4313953,Pantano Grande (RS),102202,126315,178141,238519,271894,331885
MU,4314001,Paraí (RS),109265,123531,166770,212141,249485,256863
MU,4314027,Paraíso do Sul (RS),60714,74964,89408,120386,142330,161235
MU,4314035,Pareci Novo (RS),38076,42113,51795,67348,78591,88120
MU,4314050,Parobé (RS),476066,516814,816443,959060,1089027,1144719
MU,4314068,Passa Sete (RS),39720,45718,62584,84227,89702,107221
MU,4314076,Passo do Sobrado (RS),60834,68078,112427,141940,146818,172328
MU,4314100,Passo Fundo (RS),2555036,3302338,4650219,7232715,7817190,8584861
MU,4314134,Paulo Bento (RS),36854,40088,53871,73040,75878,93958
MU,4314159,Paverama (RS),67077,69557,104924,125955,150849,166152
MU,4314175,Pedras Altas (RS),31625,37233,41051,61503,101750,107684
MU,4314209,Pedro Osório (RS),54133,70493,79135,99691,123831,151626
MU,4314308,Pejuçara (RS),86271,123078,142725,200509,198272,219479
MU,4314407,Pelotas (RS),2953063,3525789,5266527,5967011,7391651,8573355
MU,4314423,Picada Café (RS),121870,175677,259032,299632,306384,293085
MU,4314456,Pinhal (RS),34542,28372,39994,57475,64487,73582
MU,4314464,Pinhal da Serra (RS),73090,327606,343250,250069,384175,330768
MU,4314472,Pinhal Grande (RS),332171,408471,305804,129372,396229,490998
MU,4314498,Pinheirinho do Vale (RS),32794,35992,49424,65455,73899,86378
MU,4314506,Pinheiro Machado (RS),107240,146709,176700,209775,251371,292134
MU,4314548,Pinto Bandeira (RS),...,...,...,32844,47092,48581
MU,4314555,Pirapó (RS),21188,23246,31741,41632,49937,56662
MU,4314605,Piratini (RS),141185,167526,202993,280871,319404,396354
MU,4314704,Planalto (RS),71556,77538,105718,137470,167452,191425
MU,4314753,Poço das Antas (RS),17495,23158,27301,58403,62817,71265
MU,4314779,Pontão (RS),84370,99531,133292,189458,206348,213853
MU,4314787,Ponte Preta (RS),20840,21318,29712,44891,43732,49553
MU,4314803,Portão (RS),557403,635643,843178,971377,1141179,1077214
MU,4314902,Porto Alegre (RS),31605965,37342471,48288171,57920358,68132502,73862306
MU,4315008,Porto Lucena (RS),40952,42572,62288,78950,88547,100508
MU,4315057,Porto Mauá (RS),20830,25537,32644,41129,50766,54358
MU,4315073,Porto Vera Cruz (RS),14851,14935,21133,29503,29567,32142
MU,4315107,Porto Xavier (RS),70313,73424,94029,129139,143121,156012
MU,4315131,Pouso Novo (RS),24131,29905,31199,39659,37857,43988
MU,4315149,Presidente Lucena (RS),21860,27897,43254,69972,101312,104623
MU,4315156,Progresso (RS),58194,58298,82371,100450,107930,125130
MU,4315172,Protásio Alves (RS),25863,25288,31750,45307,50531,52386
MU,4315206,Putinga (RS),48391,50233,64414,75064,88125,93335
MU,4315305,Quaraí (RS),167759,208723,245685,317498,406222,445210
MU,4315313,Quatro Irmãos (RS),39139,34446,59307,81272,100548,106464
MU,4315321,Quevedos (RS),43336,59537,77982,127329,131884,138697
MU,4315354,Quinze de Novembro (RS),61911,72836,90341,135456,128549,137618
MU,4315404,Redentora (RS),56895,58496,81458,130731,143071,156732
MU,4315453,Relvado (RS),23214,26367,32498,42691,47097,45837
MU,4315503,Restinga Sêca (RS),161903,191052,234426,323497,381607,426060
MU,4315552,Rio dos Índios (RS),33008,35313,46334,71520,74263,78961
MU,4315602,Rio Grande (RS),3685380,4592347,5417422,8147934,7272308,9215701
MU,4315701,Rio Pardo (RS),308277,365851,498879,700710,827672,872294
MU,4315750,Riozinho (RS),49939,64394,77125,104082,111259,112681
MU,4315800,Roca Sales (RS),120291,165287,209492,324411,421165,436850
MU,4315909,Rodeio Bonito (RS),50393,56815,88757,115911,143061,185704
MU,4315958,Rolador (RS),32209,35543,54641,76941,75047,82796
MU,4316006,Rolante (RS),179304,222222,347187,421703,514291,566895
MU,4316105,Ronda Alta (RS),107513,137696,175686,229019,261922,300105
MU,4316204,Rondinha (RS),66168,71154,96349,132542,163747,176060
MU,4316303,Roque Gonzales (RS),55360,64927,90468,110117,572728,772170
MU,4316402,Rosário do Sul (RS),345435,481078,610586,707150,833608,921813
MU,4316428,Sagrada Família (RS),18138,19977,30193,47172,54451,52447
MU,4316436,Saldanha Marinho (RS),50895,68879,79777,119503,119259,138117
MU,4316451,Salto do Jacuí (RS),473107,467026,410907,238069,471099,615036
MU,4316477,Salvador das Missões (RS),36510,47654,67500,84730,98891,114762
MU,4316501,Salvador do Sul (RS),148345,171860,200020,256098,270128,282987
MU,4316600,Sananduva (RS),207904,248386,324791,430210,461218,515992
MU,4316709,Santa Bárbara do Sul (RS),200762,262267,340281,529098,544830,582261
MU,4316733,Santa Cecília do Sul (RS),23962,28451,44352,59167,64676,69601
MU,4316758,Santa Clara do Sul (RS),81303,74862,118011,161392,218324,230969
MU,4316808,Santa Cruz do Sul (RS),2881186,3666066,4845317,6706272,7764004,8238767
MU,4316907,Santa Maria (RS),2889698,3445348,4573098,5755138,6357859,7152149
MU,4316956,Santa Maria do Herval (RS),69638,93732,126017,170699,209108,268147
MU,4316972,Santa Margarida do Sul (RS),50794,61884,78739,128551,181592,161092
MU,4317004,Santana da Boa Vista (RS),59456,68703,84275,115205,166138,175436
MU,4317103,Sant'Ana do Livramento (RS),654067,747985,982737,1319803,1901570,2575389
MU,4317202,Santa Rosa (RS),926112,1223615,1725444,2245086,2407654,2810212
MU,4317251,Santa Tereza (RS),18898,21672,25711,31315,36651,42523
MU,4317301,Santa Vitória do Palmar (RS),284816,389631,447837,639803,834575,960548
MU,4317400,Santiago (RS),393421,455367,634449,852813,1087456,1271105
MU,4317509,Santo Ângelo (RS),890993,1015576,1364097,1758880,2033730,2318885
MU,4317558,Santo Antônio do Palma (RS),25786,31261,43460,63137,70628,76756
MU,4317608,Santo Antônio da Patrulha (RS),401114,487312,618274,965228,1063289,1266970
MU,4317707,Santo Antônio das Missões (RS),106133,118133,164886,227271,278811,317673
MU,4317756,Santo Antônio do Planalto (RS),40209,44035,60456,87681,91021,93150
MU,4317806,Santo Augusto (RS),180199,211468,305899,410087,466559,572660
MU,4317905,Santo Cristo (RS),276439,253365,290517,390584,429499,501596
MU,4317954,Santo Expedito do Sul (RS),23856,31650,38291,53461,62075,63430
MU,4318002,São Borja (RS),657606,853407,1058720,1481005,1613083,1784089
MU,4318051,São Domingos do Sul (RS),23852,26772,38573,48017,59431,64716
MU,4318101,São Francisco de Assis (RS),149586,178189,215020,321504,371758,445295
MU,4318200,São Francisco de Paula (RS),234796,255349,339803,413272,526674,602431
MU,4318309,São Gabriel (RS),667000,845668,874641,1181748,1504428,1708475
MU,4318408,São Jerônimo (RS),246616,285488,360464,418310,535063,590487
MU,4318424,São João da Urtiga (RS),41994,49663,71252,100909,113945,120248
MU,4318432,São João do Polêsine (RS),21432,29342,36358,52465,69234,74193
MU,4318440,São Jorge (RS),35344,40126,49583,63497,73653,81530
MU,4318457,São José das Missões (RS),19646,22277,33771,45645,50914,51791
MU,4318465,São José do Herval (RS),20466,23770,32119,41515,42866,47258
MU,4318481,São José do Hortêncio (RS),35342,55274,85357,98606,122166,122892
MU,4318499,São José do Inhacorá (RS),23325,26748,43702,64329,72591,82105
